Uuid,Fully specified name:en:UUID,Fully specified name:en,Fully specified name:pt:UUID,Fully specified name:pt,Data class,Data type
e1df1f20-1d5f-11e0-b929-000c29ad1d07,d75d6c19-2db3-4564-8f3f-c6dc7d663274,MILITARY,8cd26c9e-fcc9-4460-9087-46a57975dd61,MILITAR,Misc,N/A
